ticker,expiration,contractSymbol,strike,price,bid,midPrice,score,impliedVolatility
AAPL,2026-02-11T21:00:00+00:00,AAPL260211P00250000,250.0,0.06,0.06,0.07,19.541342990639528,0.428716650390625
AAPL,2026-02-09T21:00:00+00:00,AAPL260209P00255000,255.0,0.02,0.01,0.015,19.43703423216885,0.38672488281249995
AAPL,2026-02-13T21:00:00+00:00,AAPL260213P00245000,245.0,0.1,0.1,0.10500000000000001,19.225792586068806,0.4414118359375
AAPL,2026-02-11T21:00:00+00:00,AAPL260211P00252500,252.5,0.08,0.07,0.08,19.036022372486165,0.40039662109375
AAPL,2026-02-11T21:00:00+00:00,AAPL260211P00237500,237.5,0.03,0.02,0.03,18.714835844399015,0.5351608984375
AAPL,2026-02-13T21:00:00+00:00,AAPL260213P00220000,220.0,0.03,0.02,0.03,18.074812305669113,0.6445348046875
AAPL,2026-02-09T21:00:00+00:00,AAPL260209P00275000,275.0,0.77,0.76,0.78,17.79864467999241,0.19800606689453126
AAPL,2026-02-11T21:00:00+00:00,AAPL260211P00262500,262.5,0.19,0.2,0.21000000000000002,17.644828620385102,0.30664755859375
AAPL,2026-02-09T21:00:00+00:00,AAPL260209C00290000,290.0,0.02,0.01,0.02,-17.45294994485457,0.21289849609375
AAPL,2026-02-13T21:00:00+00:00,AAPL260213P00232500,232.5,0.04,0.04,0.05,17.314076632929073,0.5371140039062501
AAPL,2026-02-13T21:00:00+00:00,AAPL260213P00222500,222.5,0.03,0.02,0.03,17.134640383736226,0.6171913281250001
AAPL,2026-02-11T21:00:00+00:00,AAPL260211P00245000,245.0,0.04,0.04,0.05,16.769064156386047,0.47852083984375
AAPL,2026-02-13T21:00:00+00:00,AAPL260213P00225000,225.0,0.03,0.02,0.03,16.544910200248182,0.5898478515625001
AAPL,2026-02-11T21:00:00+00:00,AAPL260211P00247500,247.5,0.05,0.05,0.060000000000000005,16.514256886246763,0.45508357421875
AAPL,2026-02-09T21:00:00+00:00,AAPL260209P00257500,257.5,0.03,0.01,0.02,16.410705658475447,0.36524072265625
AAPL,2026-02-11T21:00:00+00:00,AAPL260211C00290000,290.0,0.2,0.19,0.195,-16.29500495843057,0.2304764453125
AAPL,2026-02-09T21:00:00+00:00,AAPL260209P00252500,252.5,0.01,0.01,0.02,16.14911702273532,0.445318046875
AAPL,2026-02-11T21:00:00+00:00,AAPL260211P00265000,265.0,0.28,0.29,0.305,16.09744959744098,0.29004616210937495
AAPL,2026-02-13T21:00:00+00:00,AAPL260213P00250000,250.0,0.14,0.14,0.15000000000000002,15.705476665624063,0.40332627929687503
AAPL,2026-02-11T21:00:00+00:00,AAPL260211P00242500,242.5,0.05,0.03,0.04,15.507325376015993,0.500005
AAPL,2026-02-13T21:00:00+00:00,AAPL260213P00255000,255.0,0.2,0.2,0.21000000000000002,15.065337904413004,0.36035795898437495
AAPL,2026-02-11T21:00:00+00:00,AAPL260211P00267500,267.5,0.45,0.44,0.45,14.999182236840145,0.2712475219726562
AAPL,2026-02-13T21:00:00+00:00,AAPL260213P00260000,260.0,0.32,0.32,0.33,14.801179607606645,0.32129584960937496
AAPL,2026-02-13T21:00:00+00:00,AAPL260213P00247500,247.5,0.12,0.11,0.12,14.588220188737374,0.42090422851562503
AAPL,2026-02-13T21:00:00+00:00,AAPL260213P00215000,215.0,0.01,0.01,0.02,14.459026585719148,0.6718782812500002
AAPL,2026-02-11T21:00:00+00:00,AAPL260211C00295000,295.0,0.07,0.06,0.07,-14.172503914042966,0.25586681640625003
AAPL,2026-02-13T21:00:00+00:00,AAPL260213P00252500,252.5,0.18,0.16,0.16999999999999998,14.105481507308685,0.3794007373046875
AAPL,2026-02-13T21:00:00+00:00,AAPL260213P00242500,242.5,0.08,0.08,0.09,14.102042086451675,0.46484910156250003
AAPL,2026-02-13T21:00:00+00:00,AAPL260213P00200000,200.0,0.01,0.01,0.02,14.051926957116187,0.8437515624999999
AAPL,2026-02-11T21:00:00+00:00,AAPL260211C00292500,292.5,0.12,0.11,0.12,-14.04679485948123,0.245124736328125
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00420000,420.0,0.15,0.14,0.15500000000000003,-58.27829453479101,0.2880930566406249
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00425000,425.0,0.1,0.06,0.08,-48.905331709991685,0.31836619140624994
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00430000,430.0,0.07,0.03,0.045,-47.52917403253007,0.34570966796874997
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00415000,415.0,0.34,0.29,0.32499999999999996,-39.68012475922798,0.26709717285156254
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00417500,417.5,0.21,0.19,0.22,-37.96910445219305,0.278327529296875
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00422500,422.5,0.15,0.09,0.12,-36.350637527787306,0.3110420458984374
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00455000,455.0,0.01,0.01,0.045,-35.56120905915886,0.5585981640625001
MSFT,2026-02-09T21:00:00+00:00,MSFT260209P00390000,390.0,0.54,0.48,0.54,31.298152693533186,0.2700268310546875
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00460000,460.0,0.01,0.01,0.015,-30.011689854331674,0.5390671093750001
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00452500,452.5,0.02,0.01,0.065,-27.606647213156638,0.56055126953125
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00440000,440.0,0.01,0.01,0.02,-26.715639767195487,0.4062559375
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00450000,450.0,0.02,0.01,0.02,-26.595824572527864,0.49219257812500006
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00427500,427.5,0.07,0.04,0.07,-26.351115956211522,0.344733115234375
MSFT,2026-02-11T21:00:00+00:00,MSFT260211C00430000,430.0,0.22,0.2,0.21500000000000002,-24.798225514343912,0.33008482421874996
MSFT,2026-02-13T21:00:00+00:00,MSFT260213P00360000,360.0,0.15,0.15,0.16,24.090578418391665,0.3891662646484375
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00460000,460.0,0.09,0.08,0.09,-19.971228866279333,0.4335994140625
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00442500,442.5,0.01,0.01,0.030000000000000002,-19.793309292337096,0.45508357421875
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00600000,600.0,0.02,0.01,0.015,-19.778310617620676,0.929688203125
MSFT,2026-02-13T21:00:00+00:00,MSFT260213P00310000,310.0,0.03,0.01,0.02,19.583673142674034,0.6523472265625001
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00500000,500.0,0.01,0.02,0.04,-19.470134312048252,0.5898478515625001
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00515000,515.0,0.05,0.02,0.04,-19.357522878032647,0.6601596484375001
MSFT,2026-02-09T21:00:00+00:00,MSFT260209P00395000,395.0,1.2,1.18,1.275,19.08943170550187,0.2533033654785156
MSFT,2026-02-11T21:00:00+00:00,MSFT260211C00425000,425.0,0.37,0.34,0.37,-18.686890481417844,0.3181220532226562
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00530000,530.0,0.04,0.02,0.04,-18.36137716930792,0.726565234375
MSFT,2026-02-13T21:00:00+00:00,MSFT260213P00325000,325.0,0.02,0.01,0.02,18.008123641252723,0.5390671093750001
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00410000,410.0,0.74,0.64,0.75,-17.921920385118725,0.25440198730468755
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00445000,445.0,0.13,0.14,0.15500000000000003,-15.869967741715433,0.36914693359375
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00495000,495.0,0.06,0.04,0.075,-15.392042056359395,0.6074258007812501
MSFT,2026-02-11T21:00:00+00:00,MSFT260211C00437500,437.5,0.13,0.09,0.115,-15.298032582727988,0.36524072265625
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00440000,440.0,0.21,0.19,0.21000000000000002,-15.171246477292838,0.352545537109375
MSFT,2026-02-13T21:00:00+00:00,MSFT260213P00365000,365.0,0.25,0.23,0.26,15.104391595727545,0.3794007373046875
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00435000,435.0,0.02,0.01,0.04,-14.969423464954708,0.4023497265625
MSFT,2026-02-09T21:00:00+00:00,MSFT260209P00397500,397.5,1.81,1.82,1.9100000000000001,14.71837831590056,0.24414818359375
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00462500,462.5,0.09,0.08,0.095,-14.057671044248435,0.454107021484375
MSFT,2026-02-11T21:00:00+00:00,MSFT260211C00422500,422.5,0.46,0.44,0.48,-13.992656340696161,0.3110420458984374
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00405000,405.0,1.79,1.66,1.74,-13.957874607122763,0.2337723107910156
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00450000,450.0,0.12,0.1,0.12000000000000001,-13.247805293375798,0.39111937011718745
MSFT,2026-02-11T21:00:00+00:00,MSFT260211C00420000,420.0,0.68,0.57,0.625,-12.763871057885812,0.3042061767578125
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00510000,510.0,0.05,0.01,0.034999999999999996,-12.675165603665487,0.6289099609375001
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00525000,525.0,0.05,0.01,0.034999999999999996,-12.453486981709405,0.6953155468750001
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00485000,485.0,0.06,0.02,0.05,-12.174706159729979,0.5312546875
MSFT,2026-02-11T21:00:00+00:00,MSFT260211C00440000,440.0,0.1,0.1,0.14,-11.805367147811879,0.40039662109375
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00427500,427.5,0.62,0.58,0.61,-11.140918413435982,0.32227240234374993
MSFT,2026-02-13T21:00:00+00:00,MSFT260213P00385000,385.0,1.7,1.65,1.705,10.713681004522744,0.3266668896484375
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00432500,432.5,0.37,0.36,0.39,-10.632015120939728,0.33399103515625
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00435000,435.0,0.33,0.28,0.315,-10.565099403859278,0.3415593188476562
MSFT,2026-02-09T21:00:00+00:00,MSFT260209C00512500,512.5,4.25,0.0,4.25,-10.505060297377037,1.23047259765625
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00425000,425.0,0.81,0.74,0.775,-10.23828233626443,0.31836619140624994
MSFT,2026-02-13T21:00:00+00:00,MSFT260213C00442500,442.5,0.15,0.15,0.18,-10.063691943630177,0.36475244628906256
MSFT,2026-02-11T21:00:00+00:00,MSFT260211P00390000,390.0,1.6,1.58,1.685,10.060318059557908,0.30933307861328124
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209C00347500,347.5,0.04,0.03,0.035,-58.27829453479101,0.35352208984374994
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209P00300000,300.0,0.05,0.04,0.05,52.47987880127491,0.37695935546875
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209P00305000,305.0,0.1,0.1,0.11,49.891506089220606,0.33887379882812496
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209P00302500,302.5,0.08,0.06,0.07,49.03332716969786,0.35547519531249994
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209P00307500,307.5,0.16,0.16,0.165,46.7733788601422,0.31836619140624994
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209C00350000,350.0,0.03,0.02,0.025,-46.69946033796048,0.3711000390625
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209C00342500,342.5,0.07,0.05,0.060000000000000005,-44.57174122285801,0.31641308593749995
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209P00297500,297.5,0.05,0.03,0.04,43.99126877675788,0.40430283203125
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209C00345000,345.0,0.04,0.03,0.04,-42.36989724854913,0.33399103515625
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209C00337500,337.5,0.15,0.13,0.14,-42.22189364819592,0.28516339843749994
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209P00310000,310.0,0.27,0.27,0.28,41.602835135994,0.3090889404296875
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209C00340000,340.0,0.1,0.08,0.095,-39.92605884020316,0.305671005859375
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209C00335000,335.0,0.26,0.22,0.235,-37.85567416232916,0.2749095947265625
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209P00295000,295.0,0.03,0.02,0.03,37.37221775814007,0.42578699218750005
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209P00292500,292.5,0.03,0.02,0.03,33.73204166124221,0.46094289062500005
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209P00312500,312.5,0.39,0.43,0.445,29.936536972499887,0.2954172021484375
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209C00332500,332.5,0.42,0.4,0.41500000000000004,-28.8372614494398,0.2668530346679688
GOOGL,2026-02-11T21:00:00+00:00,GOOGL260211P00275000,275.0,0.05,0.03,0.04,28.61615197809716,0.5507857421875001
GOOGL,2026-02-11T21:00:00+00:00,GOOGL260211P00280000,280.0,0.05,0.05,0.060000000000000005,28.442710413458993,0.5195360546875
GOOGL,2026-02-11T21:00:00+00:00,GOOGL260211C00360000,360.0,0.07,0.06,0.065,-26.490049533219423,0.414068359375
GOOGL,2026-02-11T21:00:00+00:00,GOOGL260211P00270000,270.0,0.05,0.02,0.03,24.4129988311389,0.5898478515625001
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209P00315000,315.0,0.72,0.71,0.73,24.097779373442542,0.28516339843749994
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209C00330000,330.0,0.62,0.69,0.71,-22.739110181609913,0.25952888916015626
GOOGL,2026-02-11T21:00:00+00:00,GOOGL260211P00285000,285.0,0.08,0.07,0.08,20.789207430108902,0.4892629199218751
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209P00285000,285.0,0.02,0.01,0.02,20.705065427686247,0.523442265625
GOOGL,2026-02-11T21:00:00+00:00,GOOGL260211C00350000,350.0,0.17,0.15,0.16,-20.576815370454685,0.367193828125
GOOGL,2026-02-11T21:00:00+00:00,GOOGL260211P00295000,295.0,0.18,0.18,0.195,19.530423690057322,0.424810439453125
GOOGL,2026-02-13T21:00:00+00:00,GOOGL260213P00270000,270.0,0.08,0.07,0.08,19.115873026955637,0.5585981640625001
GOOGL,2026-02-13T21:00:00+00:00,GOOGL260213P00265000,265.0,0.06,0.05,0.060000000000000005,19.085081954373432,0.58789474609375
GOOGL,2026-02-13T21:00:00+00:00,GOOGL260213P00275000,275.0,0.1,0.09,0.1,18.564311367335115,0.5224657128906249
GOOGL,2026-02-13T21:00:00+00:00,GOOGL260213P00260000,260.0,0.06,0.04,0.05,18.254370367264876,0.6250037500000001
GOOGL,2026-02-13T21:00:00+00:00,GOOGL260213P00285000,285.0,0.18,0.19,0.195,17.73848289806232,0.46680220703125
GOOGL,2026-02-11T21:00:00+00:00,GOOGL260211P00300000,300.0,0.34,0.33,0.345,17.703047117878224,0.39893179199218753
GOOGL,2026-02-11T21:00:00+00:00,GOOGL260211C00355000,355.0,0.09,0.09,0.1,-17.482728095731854,0.39258419921875
GOOGL,2026-02-11T21:00:00+00:00,GOOGL260211C00347500,347.5,0.23,0.2,0.21000000000000002,-17.391403853746922,0.3569400244140625
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209P00282500,282.5,0.02,0.01,0.02,17.25585537306655,0.5585981640625001
GOOGL,2026-02-11T21:00:00+00:00,GOOGL260211C00345000,345.0,0.27,0.27,0.28,-17.211879661534148,0.34668622070312494
GOOGL,2026-02-11T21:00:00+00:00,GOOGL260211C00352500,352.5,0.12,0.11,0.12,-17.18279826443145,0.37695935546875
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209P00317500,317.5,1.12,1.14,1.165,17.088475875935586,0.2742992492675781
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209P00290000,290.0,0.02,0.01,0.02,16.57342677414313,0.4804739453125
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209P00287500,287.5,0.03,0.01,0.02,16.567750045689795,0.51562984375
GOOGL,2026-02-13T21:00:00+00:00,GOOGL260213P00255000,255.0,0.05,0.03,0.04,16.45687558496012,0.6601596484375001
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209C00352500,352.5,0.02,0.01,0.02,-16.451744784515437,0.398443515625
GOOGL,2026-02-11T21:00:00+00:00,GOOGL260211C00357500,357.5,0.11,0.07,0.08,-16.144655335755747,0.40430283203125
GOOGL,2026-02-11T21:00:00+00:00,GOOGL260211C00342500,342.5,0.4,0.37,0.38,-15.54900610499459,0.33765310791015624
GOOGL,2026-02-11T21:00:00+00:00,GOOGL260211P00297500,297.5,0.25,0.24,0.26,15.214832310109868,0.41309180664062495
GOOGL,2026-02-13T21:00:00+00:00,GOOGL260213P00235000,235.0,0.03,0.01,0.02,15.090028648618931,0.804689453125
GOOGL,2026-02-13T21:00:00+00:00,GOOGL260213P00295000,295.0,0.44,0.44,0.45499999999999996,14.872664270597403,0.4204159521484375
GOOGL,2026-02-13T21:00:00+00:00,GOOGL260213P00245000,245.0,0.03,0.02,0.03,14.744123661763119,0.7382838671874999
GOOGL,2026-02-09T21:00:00+00:00,GOOGL260209C00327500,327.5,1.25,1.22,1.24,-14.7219940745971,0.257819921875
AMZN,2026-02-09T21:00:00+00:00,AMZN260209P00190000,190.0,0.06,0.04,0.045,58.27829453479101,0.507817421875
AMZN,2026-02-09T21:00:00+00:00,AMZN260209C00235000,235.0,0.05,0.04,0.045,-57.70511974523025,0.5429733203125001
AMZN,2026-02-09T21:00:00+00:00,AMZN260209C00225000,225.0,0.14,0.13,0.135,-36.59110109665723,0.42774009765625004
AMZN,2026-02-09T21:00:00+00:00,AMZN260209C00230000,230.0,0.08,0.06,0.07,-36.470965825824145,0.49023947265625006
AMZN,2026-02-09T21:00:00+00:00,AMZN260209C00227500,227.5,0.1,0.09,0.1,-32.18529121027285,0.46289599609375004
AMZN,2026-02-09T21:00:00+00:00,AMZN260209P00197500,197.5,0.14,0.13,0.14,31.98447073417806,0.415044912109375
AMZN,2026-02-09T21:00:00+00:00,AMZN260209C00240000,240.0,0.02,0.02,0.03,-30.624532316114717,0.5976602734375001
AMZN,2026-02-09T21:00:00+00:00,AMZN260209P00200000,200.0,0.22,0.22,0.22999999999999998,29.76406724325922,0.3852600537109374
